CompanyId,PersianYear,Return,Beta,Debt_to_total_assets_ratio,Operating_profit_to_sale,Fixed_asset_turnover,Return_from_market,Current_assets_ratio,Working_capital_return,Longterm_debt_to_equity_ratio,Return_ratio_without_risk,Profit_margin_growth_rate,Stock_market_value,Net_profit_to_sale,Net_profit_to_Gross_profit,Current_ratio,Net_working_capital,Operating_assets_Ratio,Total_asset_turnover,DPS,EPS_growth,Liquidity_ratios,ROA,Quick_Ratio,Average_payment_period,ROE,EPS,Total_income_growth,P_to_E,ROI,Capital,P_to_B,P_to_S,Cash_to_total_assets_ratio,Debt_to_equity_ratio,Equity_Ratio,DuPont_Ratio,Gross_profit_margin,Operating_profit_margin,Net_profit_margin,Sales_growth_rate,Current_debt_to_total_debt_Ratio,Cost_to_sales_ratio,Sale_to_current_assets,Operating_cash_flow_to_sales,Cash_flow_returns_to_sales,Profit_margin_before_interest_and_taxes,Net_return_on_working_capital,r_dicho,b_dicho
1,1390,50.83333336,-0.260216022,0.7634408602150536,0.00023146142815104847,0.18468036091380302,0.15421620222579702,0.4216867469879519,0.0015344562963638022,0.06343533616260888,0.714285714285714,0.21780884562618413,5.486497883710419e-05,0.0002596489174773721,0.00010658623986915969,0.02427851580393953,0.009325381198590837,0.0,7.409090508126685e-08,0.046875,0.3562033181307423,0.33356164383561643,0.27690074396661224,0.021040974529346623,3.038718292939431e-06,0.09898120723113063,0.053399511541794696,0.38980757666867105,0.36689459679739184,0.4695371367061356,0.0,0.05819610778443114,0.0010659947669347807,0.03919989260303397,0.05979073243647235,0.05979073243647233,0.44247095621090266,0.16252795104154408,0.2880902313133244,0.05723894512519978,0.1615026852703261,0.8543756967670011,0.021901347029750946,0.6167400881057268,0.0027388641116272185,0.4151131088350159,0.04204857161972302,0.10722653085094949,1,-1
2,1390,27.22298228,1.117635286,0.0,0.00023039073449207444,0.015933960453062005,0.15421620222579702,0.3734939759036145,0.006821854579570588,0.02970739334375698,0.714285714285714,0.22394982687659246,9.168983316563262e-05,0.0004300704404497002,0.00010964344102772644,0.04214383875400825,0.009405372398213084,0.0,1.6325114678923207e-08,0.010937500000000001,0.3626148456606517,0.36438356164383556,0.38668118308836874,0.057585825027685486,5.0442970698716405e-06,0.10245378408742722,0.030378949027022772,0.3970986169573061,0.36627133473966816,0.5906350914962325,0.00016212295746405563,0.031624251497005984,0.004535323190231612,0.10055040945093302,0.033881415047334336,0.03388141504733433,0.5897006255585344,0.4127339060845004,0.4492448862550181,0.2600892381459776,0.1640746811657938,0.8719342251950948,0.0615369706366896,0.10572687224669602,0.04222107074782093,0.369280082528922,0.2659731049708972,0.11400086723526488,-1,-1
3,1390,-4.792332299,1.301283592,0.3333333333333333,0.01703796228332816,0.028604338644653483,0.15421620222579702,0.4578313253012049,0.0027418798769562676,0.009157918248827338,0.714285714285714,0.21852747109165743,0.011877670274496295,0.018514775681502227,0.01613985515599281,0.15987173614292258,0.021747310974610443,0.0,2.1034282374766437e-08,0.015625,0.35441866613788087,0.2815068493150685,0.4202504082743604,0.12347729789590255,3.8736997087799395e-06,0.0740603615565315,0.02158670133144253,0.3877781118460613,0.3670174513376162,0.5081808396124865,0.02043602542770596,0.04659431137724551,0.006861129954452952,0.17008994495905494,0.006975585450921775,0.006975585450921765,0.8812555853440572,0.7360244792279628,0.7690690116612502,0.22535961640916352,0.14712349578219328,0.6879877369007803,0.0030041670704525633,0.1420704845814978,0.056526083979495524,0.5236165352590083,0.20632902923663612,0.11036118379590758,-1,-1
6,1390,167.0454545,0.899287381,0.0,0.0002437997637632781,0.1315031675945479,0.15421620222579702,0.963855421686747,0.0020616624662451086,0.0035738217556399374,0.714285714285714,0.2202260403736853,0.00022817828407137094,0.00027126808248916764,0.00016622165287855174,0.29683921209344943,0.009697534952869803,0.0,3.1394451305621556e-08,0.0015625,0.3481393350518871,0.5753424657534246,0.2527671928869534,0.21705426356589147,2.4354212809447786e-06,0.05036513124297824,0.018703222248483416,0.3919873722188815,0.3704393997506951,0.313778256189451,0.00013012500533299203,0.08607784431137724,0.00812094195173951,0.01248489730165123,0.008968609865470852,0.00896860986547085,0.8466264521894548,0.46616452865717317,0.41320971133626455,0.10025972296217368,0.1880488812484175,0.6188684503901896,0.14158348677197405,0.10132158590308368,0.027064788940910856,0.36445361432466294,0.08035057202114138,0.10975492576739763,1,1
9,1390,336.2728785,0.573319403,0.0,0.00024000161888881234,0.016509886734497985,0.15421620222579702,0.4216867469879519,0.0010335794072046664,0.03060084878266696,0.714285714285714,0.33468347814725297,0.00021432673336064007,0.0003601728069676854,0.00013922392791331834,0.041685753550160326,0.009412280032989304,0.0,1.4441447600585912e-08,0.015625,0.45911824971908255,0.3513698630136986,0.26066049718744333,0.04263565891472869,2.9429036461090433e-06,0.08352058012460423,0.04985425037422202,0.5065393866506314,0.36813213155623736,0.36899892357373515,4.368787064294552e-05,0.08196107784431136,0.00972962496365927,0.03624647603705195,0.048330842052815154,0.04833084205281514,0.4987712243074173,0.5007649758738378,0.4668323456318103,0.195924347362813,0.16606031530270926,0.7593366778149386,0.11997286558775076,0.09361233480176212,0.01679404852230879,0.4374769729570408,0.21820432193751255,0.11659371562069758,1,1
10,1390,59.15492954,0.853890198,0.0,0.0005343606642748009,0.08926857362257631,0.15421620222579702,0.7469879518072291,0.0023614793935258513,0.020326111235202143,0.714285714285714,0.21695956098517022,0.000661292625806907,0.000658819136801912,0.0004824007550876392,0.12551534585432889,0.0100001622145607,0.0,2.6685283609778315e-08,0.01015625,0.34939520126908585,0.44931506849315067,0.30602431500635097,0.09634551495016612,1.0306691567887588e-06,0.06505974874885098,0.019049870007090523,0.3885297654840649,0.3688123262057723,0.40624327233584495,0.0006399590426212722,0.0840194610778443,0.007965888167458088,0.2754732178815949,0.014947683109118086,0.014947683109118093,0.7696604110813225,0.4576909497469695,0.46721468170521885,0.1360548748002131,0.2055731019869668,0.886426978818283,0.07994960752010855,0.12114537444933918,0.03810352166108407,0.5071844374032864,0.11881983006623403,0.11006865203912981,1,1
11,1390,7.142857143,0.244167906,0.0,0.00018501304665581993,0.02956421578038011,0.15421620222579702,0.6144578313253013,0.0025795603045579707,0.021666294393567116,0.714285714285714,0.21754752727510293,1.5745496888398122e-05,0.00019197040144193806,7.137645146055734e-05,0.05176362803481448,0.009401982390014206,0.0,2.6685283609778315e-08,0.00625,0.35441866613788087,0.36575342465753424,0.16530575213209941,0.051495016611295685,4.7275617272187006e-06,0.048462874068021654,0.01353501930197747,0.3877781118460613,0.3669844903634097,0.2790096878363832,6.484918298562225e-05,0.025823353293413173,0.001860645411377072,0.08726003490401397,0.04235176880916792,0.04235176880916791,0.5319481680071492,0.4297987525008827,0.41034219078570056,0.07881592967501332,0.14842948333533232,0.8779264214046822,0.11454598313790097,0.1486784140969163,0.033578844125321534,0.46352516395254595,0.08222385763029372,0.11014133024526086,-1,1
15,1390,0.0,0.0,0.0,0.00017135888488900903,0.04434632367057017,0.15421620222579702,0.7951807228915664,0.0028279597812701654,0.031494304221576945,0.714285714285714,0.3317436466975894,4.847367063355281e-06,0.0003749669232782242,5.934488561071396e-05,0.10581768208886853,0.009583901228349864,0.0,1.7894837244204284e-08,0.015625,0.5018837993257982,0.4253424657534246,0.4441117764471058,0.07641196013289037,4.54016733507529e-06,0.11085435604126237,0.02959111321200662,0.5544197233914612,0.3654922571675136,0.4508073196986006,0.00012799180852425445,0.0024326347305389222,0.0009303227056885356,0.3736071955967244,0.02192326856003986,0.021923268560039857,0.6906836461126005,0.3169353889608097,0.33110303957178355,0.2753063399041023,0.15793120910459896,0.9101170568561872,0.04506250605678846,0.06167400881057269,0.0464126431889261,0.2732296809372928,0.2853080885796481,0.11043797437061187,-1,-1
27,1390,16.55172412,0.051489279,0.0,0.00021054627280745844,0.10155500095987713,0.15421620222579702,0.6385542168674698,0.0016948255516715679,0.12039312039312039,0.714285714285714,0.21421571829881758,0.00018831284544048696,0.00020533381103108732,0.0005974789242429311,0.03389830508474577,0.009427912124184265,0.0,6.05912910198496e-08,0.00021875,0.3476105492762245,0.33493150684931505,0.040645980765741246,0.016611295681063124,1.0329630617773317e-06,0.022878153406189358,0.007515953675254078,0.3800360793746242,0.3743168088982644,0.07534983853606027,0.0005633175476769486,0.027881736526946106,0.00029072584552766745,0.14042153309169017,0.273542600896861,0.273542600896861,0.11785075960679177,0.11074496881252206,0.1874402599885299,0.020245071923281833,0.16144937965591227,0.9140189520624302,0.08557030720031011,0.30726872246696035,0.005968132945944445,0.34802151646894114,0.008463236769920385,0.10936282724074066,-1,1
28,1390,17.39130434,0.057653426,0.0,0.000339046417573694,0.07218276060664235,0.15421620222579702,0.602409638554217,0.008799298807815487,0.05762787580969399,0.714285714285714,0.21735153851179204,6.398673174417087e-05,0.00031766864111499953,0.00034988294584472533,0.03664681630783326,0.009409553640358448,0.0,8.068373985544738e-08,0.0096875,0.3528984070328508,0.35410958904109585,0.1467065868263473,0.03377630121816168,1.025022621432272e-06,0.056799611888469,0.01641849838493658,0.38604930847865304,0.36649007575031156,0.2672766415500538,0.0002440377149195785,0.02282934131736527,0.0002325806764221339,0.04725466505571218,0.07972097658196313,0.07972097658196313,0.3672922252010724,0.15170060021183948,0.24488625501816094,0.03569525839104955,0.12883967003824678,0.9077480490523968,0.05281519527085959,0.43392070484581496,0.006569572700186909,0.38062780929924106,0.02227871813741888,0.11214808702499474,-1,1
30,1390,30.43478259,0.844817079,0.0,0.00016519394350523228,0.05202534075638318,0.15421620222579702,0.602409638554217,0.0027331034500488773,0.04511949966495421,0.714285714285714,0.2161756059319266,1.4267097232052795e-05,0.00016552363549420944,8.652918780445623e-05,0.03389830508474577,0.009364928973910254,0.0,2.7627117148946963e-08,0.00078125,0.3593760327847181,0.34726027397260273,0.038377789874795856,0.027685492801771874,3.4897353045388264e-06,0.014477581452354202,0.00820924919246829,0.393340348767288,0.36897113817240385,0.0518837459634015,0.00010751311916037373,0.0016841317365269464,0.00040701618373873436,0.13303799167673516,0.030891878425510718,0.030891878425510708,0.6113717605004468,0.15817347299046722,0.2241445230357484,0.025938998401704848,0.13928757046335907,0.9528985507246377,0.11687178990212231,0.19933920704845814,0.01417547236153006,0.37506447572028595,0.019401886666220648,0.1103533544788162,1,1
52,1390,278.886311,0.341429885,0.0,0.00041430209372510793,0.1731618352850835,0.15421620222579702,0.8795180722891567,0.003207473756932158,0.9999999999999999,0.714285714285714,0.21447703664989878,0.0002687194081027784,0.0003459296649477243,0.000327237801081706,0.04122766834631242,0.009441569611014241,0.0,8.664868560351547e-08,0.043750000000000004,0.35329499636459777,0.34726027397260273,0.19733260751224824,0.020487264673311186,2.3819556492880426e-06,0.10330916147482382,0.04917671157330813,0.3865003006614552,0.36906402819062223,0.31485468245425186,3.9250821280771355e-05,0.16373502994011976,0.0015505378428142264,0.141227010336958,0.1704035874439462,0.17040358744394624,0.19649240393208223,0.15817347299046722,0.28006117377174533,0.04105620671283963,0.20362744706086172,0.935340022296544,0.01589301288884582,0.2929515418502203,0.0014619612487739879,0.3811067717927935,0.03555897504515957,0.1107765330218056,1,1
