Algorithm,Number_of_Features,cross_validation_accuracy_mean,cross_validation_accuracy_std,test_accuracy_mean,test_accuracy_std,specificity_mean,specificity_std,sensitivity_mean,sensitivity_std,mcc_mean,mcc_std,f1_mean,f1_std,auc_roc_mean,auc_roc_std,aupr_mean,aupr_std,best_param_fold_1,best_param_fold_2,best_param_fold_3,best_param_fold_4,best_param_fold_5
LR,1,74.31,0.6,71.7,1.5,87.12,3.38,62.08,2.17,48.35,3.28,72.89,1.68,77.17,2.62,86.04,2.27,"{'random_state': 7, 'class_weight': {np.int64(-1): np.float64(1.3073089700996678), np.int64(1): np.float64(0.8096707818930041)}, 'C': 10}","{'random_state': 7, 'class_weight': {np.int64(-1): np.float64(1.3013468013468013), np.int64(1): np.float64(0.8119747899159664)}, 'C': 10}","{'random_state': 7, 'class_weight': {np.int64(-1): np.float64(1.2898305084745763), np.int64(1): np.float64(0.8165236051502146)}, 'C': 10}","{'random_state': 7, 'class_weight': {np.int64(-1): np.float64(1.269108280254777), np.int64(1): np.float64(0.8250517598343685)}, 'C': 1}","{'random_state': 7, 'class_weight': {np.int64(-1): np.float64(1.2935153583617747), np.int64(1): np.float64(0.8150537634408602)}, 'C': 1}"
LR,2,73.84,0.67,70.11,1.27,88.47,5.28,58.69,2.89,46.89,3.35,70.65,0.91,79.31,3.17,87.09,2.53,"{'random_state': 7, 'class_weight': {np.int64(-1): np.float64(1.3073089700996678), np.int64(1): np.float64(0.8096707818930041)}, 'C': 10}","{'random_state': 7, 'class_weight': {np.int64(-1): np.float64(1.3013468013468013), np.int64(1): np.float64(0.8119747899159664)}, 'C': 10}","{'random_state': 7, 'class_weight': {np.int64(-1): np.float64(1.2898305084745763), np.int64(1): np.float64(0.8165236051502146)}, 'C': 1}","{'random_state': 7, 'class_weight': {np.int64(-1): np.float64(1.269108280254777), np.int64(1): np.float64(0.8250517598343685)}, 'C': 1}","{'random_state': 7, 'class_weight': {np.int64(-1): np.float64(1.2935153583617747), np.int64(1): np.float64(0.8150537634408602)}, 'C': 10}"
LR,3,74.21,0.86,70.32,1.27,89.24,5.18,58.52,3.01,47.59,3.26,70.73,0.97,80.46,2.95,87.69,2.32,"{'random_state': 7, 'class_weight': {np.int64(-1): np.float64(1.3073089700996678), np.int64(1): np.float64(0.8096707818930041)}, 'C': 10}","{'random_state': 7, 'class_weight': {np.int64(-1): np.float64(1.3013468013468013), np.int64(1): np.float64(0.8119747899159664)}, 'C': 10}","{'random_state': 7, 'class_weight': {np.int64(-1): np.float64(1.2898305084745763), np.int64(1): np.float64(0.8165236051502146)}, 'C': 10}","{'random_state': 7, 'class_weight': {np.int64(-1): np.float64(1.269108280254777), np.int64(1): np.float64(0.8250517598343685)}, 'C': 10}","{'random_state': 7, 'class_weight': {np.int64(-1): np.float64(1.2935153583617747), np.int64(1): np.float64(0.8150537634408602)}, 'C': 10}"
LR,4,74.57,1.26,70.52,1.97,89.39,5.32,58.86,4.29,48.05,3.28,70.95,2.15,80.75,3.04,87.81,2.3,"{'random_state': 7, 'class_weight': {np.int64(-1): np.float64(1.3073089700996678), np.int64(1): np.float64(0.8096707818930041)}, 'C': 10}","{'random_state': 7, 'class_weight': {np.int64(-1): np.float64(1.3013468013468013), np.int64(1): np.float64(0.8119747899159664)}, 'C': 10}","{'random_state': 7, 'class_weight': {np.int64(-1): np.float64(1.2898305084745763), np.int64(1): np.float64(0.8165236051502146)}, 'C': 10}","{'random_state': 7, 'class_weight': {np.int64(-1): np.float64(1.269108280254777), np.int64(1): np.float64(0.8250517598343685)}, 'C': 10}","{'random_state': 7, 'class_weight': {np.int64(-1): np.float64(1.2935153583617747), np.int64(1): np.float64(0.8150537634408602)}, 'C': 10}"
LR,5,74.97,0.95,71.01,1.98,89.46,5.38,59.62,3.93,48.77,3.59,71.57,2.07,81.0,3.04,88.1,2.17,"{'random_state': 7, 'class_weight': {np.int64(-1): np.float64(1.3073089700996678), np.int64(1): np.float64(0.8096707818930041)}, 'C': 10}","{'random_state': 7, 'class_weight': {np.int64(-1): np.float64(1.3013468013468013), np.int64(1): np.float64(0.8119747899159664)}, 'C': 10}","{'random_state': 7, 'class_weight': {np.int64(-1): np.float64(1.2898305084745763), np.int64(1): np.float64(0.8165236051502146)}, 'C': 1}","{'random_state': 7, 'class_weight': {np.int64(-1): np.float64(1.269108280254777), np.int64(1): np.float64(0.8250517598343685)}, 'C': 10}","{'random_state': 7, 'class_weight': {np.int64(-1): np.float64(1.2935153583617747), np.int64(1): np.float64(0.8150537634408602)}, 'C': 10}"
LR,6,75.96,0.8,72.88,1.25,88.67,4.88,62.99,3.2,50.91,3.15,73.99,1.53,81.22,2.51,88.34,1.98,"{'random_state': 7, 'class_weight': {np.int64(-1): np.float64(1.3073089700996678), np.int64(1): np.float64(0.8096707818930041)}, 'C': 10}","{'random_state': 7, 'class_weight': {np.int64(-1): np.float64(1.3013468013468013), np.int64(1): np.float64(0.8119747899159664)}, 'C': 10}","{'random_state': 7, 'class_weight': {np.int64(-1): np.float64(1.2898305084745763), np.int64(1): np.float64(0.8165236051502146)}, 'C': 10}","{'random_state': 7, 'class_weight': {np.int64(-1): np.float64(1.269108280254777), np.int64(1): np.float64(0.8250517598343685)}, 'C': 10}","{'random_state': 7, 'class_weight': {np.int64(-1): np.float64(1.2935153583617747), np.int64(1): np.float64(0.8150537634408602)}, 'C': 10}"
LR,7,75.93,0.58,72.47,1.25,88.65,5.59,62.34,3.19,50.34,3.67,73.5,1.46,81.33,2.48,88.43,2.0,"{'random_state': 7, 'class_weight': {np.int64(-1): np.float64(1.3073089700996678), np.int64(1): np.float64(0.8096707818930041)}, 'C': 10}","{'random_state': 7, 'class_weight': {np.int64(-1): np.float64(1.3013468013468013), np.int64(1): np.float64(0.8119747899159664)}, 'C': 10}","{'random_state': 7, 'class_weight': {np.int64(-1): np.float64(1.2898305084745763), np.int64(1): np.float64(0.8165236051502146)}, 'C': 10}","{'random_state': 7, 'class_weight': {np.int64(-1): np.float64(1.269108280254777), np.int64(1): np.float64(0.8250517598343685)}, 'C': 10}","{'random_state': 7, 'class_weight': {np.int64(-1): np.float64(1.2935153583617747), np.int64(1): np.float64(0.8150537634408602)}, 'C': 10}"
LR,8,75.94,0.83,72.7,1.56,88.72,5.43,62.71,3.69,50.73,3.63,73.76,1.95,81.73,2.33,88.72,1.85,"{'random_state': 7, 'class_weight': {np.int64(-1): np.float64(1.3073089700996678), np.int64(1): np.float64(0.8096707818930041)}, 'C': 10}","{'random_state': 7, 'class_weight': {np.int64(-1): np.float64(1.3013468013468013), np.int64(1): np.float64(0.8119747899159664)}, 'C': 10}","{'random_state': 7, 'class_weight': {np.int64(-1): np.float64(1.2898305084745763), np.int64(1): np.float64(0.8165236051502146)}, 'C': 10}","{'random_state': 7, 'class_weight': {np.int64(-1): np.float64(1.269108280254777), np.int64(1): np.float64(0.8250517598343685)}, 'C': 10}","{'random_state': 7, 'class_weight': {np.int64(-1): np.float64(1.2935153583617747), np.int64(1): np.float64(0.8150537634408602)}, 'C': 10}"
LR,9,76.05,0.77,73.09,1.48,88.97,5.68,63.18,3.24,51.4,3.96,74.19,1.64,81.71,2.27,88.71,1.79,"{'random_state': 7, 'class_weight': {np.int64(-1): np.float64(1.3073089700996678), np.int64(1): np.float64(0.8096707818930041)}, 'C': 10}","{'random_state': 7, 'class_weight': {np.int64(-1): np.float64(1.3013468013468013), np.int64(1): np.float64(0.8119747899159664)}, 'C': 10}","{'random_state': 7, 'class_weight': {np.int64(-1): np.float64(1.2898305084745763), np.int64(1): np.float64(0.8165236051502146)}, 'C': 10}","{'random_state': 7, 'class_weight': {np.int64(-1): np.float64(1.269108280254777), np.int64(1): np.float64(0.8250517598343685)}, 'C': 10}","{'random_state': 7, 'class_weight': {np.int64(-1): np.float64(1.2935153583617747), np.int64(1): np.float64(0.8150537634408602)}, 'C': 10}"
LR,10,75.95,0.81,73.07,1.69,89.59,4.67,62.81,3.77,51.7,3.1,74.06,1.83,81.46,2.24,88.51,1.75,"{'random_state': 7, 'class_weight': {np.int64(-1): np.float64(1.3073089700996678), np.int64(1): np.float64(0.8096707818930041)}, 'C': 10}","{'random_state': 7, 'class_weight': {np.int64(-1): np.float64(1.3013468013468013), np.int64(1): np.float64(0.8119747899159664)}, 'C': 10}","{'random_state': 7, 'class_weight': {np.int64(-1): np.float64(1.2898305084745763), np.int64(1): np.float64(0.8165236051502146)}, 'C': 10}","{'random_state': 7, 'class_weight': {np.int64(-1): np.float64(1.269108280254777), np.int64(1): np.float64(0.8250517598343685)}, 'C': 10}","{'random_state': 7, 'class_weight': {np.int64(-1): np.float64(1.2935153583617747), np.int64(1): np.float64(0.8150537634408602)}, 'C': 10}"
